Shooter ID,Shooter position,Defender ID,Defend Success,Shooter Cluster
201144,PG,202689,1,3
201609,PG,203901,0,4
203901,PG,201609,0,2
201609,PG,203901,0,4
201609,PG,203506,0,4
201609,PG,203901,0,4
201609,PG,203901,0,4
201609,PG,203901,0,4
203901,PG,201609,0,2
203901,PG,201609,0,2
201609,PG,203506,0,4
203901,PG,201609,0,2
203901,PG,201609,0,2
203901,PG,201609,0,2
201609,PG,203901,0,4
203901,PG,201609,0,2
203901,PG,202355,0,2
201609,PG,203901,1,4
201609,PG,203506,1,4
201609,PG,203901,1,4
203901,PG,202355,1,2
201609,PG,203901,1,4
203901,PG,2547,1,2
201609,PG,101112,1,4
203901,PG,101123,1,2
201609,PG,203901,1,4
201950,PG,201147,0,0
201951,PG,201583,0,1
201951,PG,201950,0,1
201976,PG,201569,0,4
201976,PG,203076,0,4
201976,PG,201569,0,4
201950,PG,201935,0,0
201951,PG,201950,1,1
201951,PG,202087,1,1
201950,PG,201147,1,0
201976,PG,201950,1,4
201976,PG,203076,1,4
201976,PG,203076,1,4
201950,PG,201951,1,0
201951,PG,201600,1,1
201950,PG,201935,1,0
201976,PG,201583,1,4
202704,PG,202340,0,3
202738,PG,203484,0,3
202738,PG,203484,0,3
202738,PG,203484,0,3
2581,PG,201973,0,1
202704,PG,202738,0,3
202704,PG,202340,0,3
202704,PG,202738,0,3
202738,PG,2581,0,3
202704,PG,202340,0,3
202738,PG,203484,1,3
202738,PG,203484,1,3
202704,PG,202340,1,3
202738,PG,203484,1,3
202704,PG,202738,1,3
202738,PG,202704,1,3
202704,PG,202738,1,3
202738,PG,101141,1,3
202738,PG,203484,1,3
202738,PG,203484,1,3
202704,PG,202340,1,3
202704,PG,202340,1,3
202738,PG,203484,1,3
202704,PG,202340,1,3
2581,PG,203092,1,1
2581,PG,202340,1,1
202704,PG,202738,1,3
202738,PG,202704,1,3
202704,PG,202340,1,3
202738,PG,203484,1,3
202704,PG,202340,1,3
101127,PG,202322,0,1
202322,PG,201152,0,0
202322,PG,101127,0,0
201196,PG,201572,0,3
202322,PG,200745,0,0
202322,PG,203499,0,0
202322,PG,101127,0,0
101127,PG,201162,0,1
202322,PG,101127,0,0
202322,PG,101127,0,0
101127,PG,101162,0,1
101127,PG,202322,0,1
101127,PG,202322,0,1
202322,PG,101127,0,0
203499,PG,201196,0,1
201196,PG,201152,0,3
201196,PG,203499,0,3
202322,PG,2207,0,0
101127,PG,201196,0,1
101127,PG,201162,1,1
101127,PG,202322,1,1
202322,PG,201572,1,0
101127,PG,202322,1,1
202322,PG,2207,1,0
203499,PG,202066,1,1
202322,PG,101127,1,0
202322,PG,200745,1,0
202322,PG,202711,1,0
101127,PG,202322,1,1
101127,PG,202322,1,1
202322,PG,201572,1,0
202322,PG,101127,1,0
101127,PG,202322,1,1
201196,PG,203499,1,3
101127,PG,202322,1,1
202322,PG,101127,1,0
203499,PG,101162,1,1
101127,PG,201196,1,1
201937,PG,101133,0,2
201937,PG,101145,0,2
201155,PG,203897,0,1
201937,PG,201588,0,2
201937,PG,201588,0,2
201937,PG,101145,0,2
201155,PG,203897,0,1
201937,PG,101145,0,2
201155,PG,1626157,0,1
201588,PG,203952,1,4
201937,PG,201155,1,2
201155,PG,203897,1,1
201155,PG,203940,1,1
201155,PG,201937,1,1
201937,PG,201588,1,2
201588,PG,203952,1,4
201155,PG,203897,1,1
201588,PG,201937,1,4
201155,PG,201937,1,1
201937,PG,101133,1,2
201937,PG,101145,1,2
201155,PG,201937,1,1
200826,PG,202703,0,1
200826,PG,201565,0,1
201565,PG,200826,0,1
200826,PG,201565,0,1
201565,PG,202083,0,1
101109,PG,2550,0,1
101109,PG,2550,0,1
201166,PG,200826,0,4
201565,PG,101109,0,1
200826,PG,201565,0,1
201565,PG,200826,0,1
201565,PG,200826,0,1
200826,PG,201565,0,1
200826,PG,201565,0,1
201565,PG,2585,0,1
200826,PG,201565,0,1
201565,PG,202083,0,1
200826,PG,202710,0,1
2734,PG,2550,0,3
201166,PG,200826,0,4
201166,PG,200826,0,4
2734,PG,201565,0,3
201565,PG,2734,0,1
201565,PG,101109,0,1
200826,PG,201166,0,1
201565,PG,101109,0,1
201565,PG,101109,1,1
101109,PG,2550,1,1
2550,PG,101109,1,4
101109,PG,201166,1,1
2734,PG,2550,1,3
2550,PG,2734,1,4
201166,PG,200826,1,4
201166,PG,200826,1,4
200826,PG,202710,1,1
101109,PG,201565,1,1
200826,PG,201959,1,1
201565,PG,200826,1,1
201565,PG,2585,1,1
2734,PG,202703,1,3
2734,PG,202703,1,3
201565,PG,200826,1,1
200826,PG,202710,1,1
2734,PG,203926,1,3
201166,PG,200826,1,4
2734,PG,203926,1,3
2550,PG,203939,1,4
2734,PG,201565,1,3
201565,PG,202083,1,1
201166,PG,101109,1,4
201166,PG,200826,1,4
200826,PG,202710,1,1
201565,PG,1717,1,1
201565,PG,101109,1,1
2749,PG,200746,0,1
201988,PG,203530,0,4
2225,PG,2749,0,3
2225,PG,2749,0,3
2225,PG,2749,0,3
2225,PG,203914,0,3
2749,PG,2225,0,1
2225,PG,2749,0,3
201988,PG,200751,0,4
2225,PG,203530,1,3
2749,PG,202695,1,1
2225,PG,2749,1,3
2225,PG,203530,1,3
201988,PG,200751,1,4
201988,PG,200751,1,4
2225,PG,203914,1,3
2225,PG,203530,1,3
2749,PG,2225,1,1
2225,PG,2749,1,3
2749,PG,200746,1,1
2749,PG,200746,1,1
201988,PG,203999,1,4
201988,PG,201589,1,4
201988,PG,203115,1,4
202339,PG,202397,0,3
203477,PG,202688,0,1
202397,PG,202339,0,0
202339,PG,203477,0,3
203477,PG,203458,0,1
203138,PG,203141,0,4
202397,PG,202688,0,0
203477,PG,1626164,0,1
203477,PG,1626164,0,1
202397,PG,101179,0,0
101179,PG,203457,0,4
203477,PG,1626164,0,1
203477,PG,1626164,0,1
203138,PG,2199,0,4
202397,PG,200782,0,0
202397,PG,101179,0,0
202397,PG,101179,0,0
202397,PG,202339,1,0
202397,PG,202339,1,0
202339,PG,202397,1,3
203477,PG,101179,1,1
203477,PG,200782,1,1
202397,PG,201603,1,0
203477,PG,1626164,1,1
203138,PG,200782,1,4
203477,PG,1626164,1,1
203477,PG,203458,1,1
202397,PG,101179,1,0
203138,PG,200782,1,4
202397,PG,202688,1,0
202397,PG,203458,1,0
202397,PG,101179,1,0
101179,PG,203088,1,4
101179,PG,203088,1,4
203138,PG,200782,1,4
101179,PG,202397,1,4
202397,PG,200782,1,0
202397,PG,101179,1,0
203477,PG,202720,1,1
101179,PG,202397,1,4
203526,PG,101108,0,1
203526,PG,101108,0,1
101108,PG,203526,0,3
203504,PG,203143,0,4
203526,PG,203143,0,1
101108,PG,203526,0,3
203526,PG,101108,0,1
101108,PG,203504,0,3
101108,PG,203504,0,3
203504,PG,203143,0,4
101108,PG,203526,0,3
101108,PG,203526,0,3
101108,PG,203526,0,3
203526,PG,101108,1,1
101108,PG,203526,1,3
203526,PG,2746,1,1
203526,PG,101108,1,1
101108,PG,203526,1,3
203504,PG,101108,1,4
101108,PG,202692,1,3
203504,PG,2037,1,4
203504,PG,203143,1,4
203504,PG,202325,1,4
203504,PG,202325,1,4
101108,PG,203526,1,3
101108,PG,1626168,1,3
203504,PG,1718,1,4
101108,PG,203504,1,3
203526,PG,101108,1,1
101108,PG,203526,1,3
203526,PG,101108,1,1
203521,PG,203468,0,4
203521,PG,204025,0,4
203521,PG,204025,0,4
203521,PG,203468,0,4
203521,PG,203468,1,4
2590,PG,203468,1,1
2590,PG,203468,1,1
2590,PG,203086,1,1
2590,PG,204025,1,1
203521,PG,203468,1,4
203521,PG,203468,1,4
2590,PG,203086,1,1
202738,PG,204038,0,3
204038,PG,203935,0,4
202738,PG,201577,0,3
202738,PG,101181,0,3
202738,PG,101181,0,3
101181,PG,202738,0,4
202738,PG,204038,0,3
202738,PG,204038,0,3
204038,PG,202738,0,4
101181,PG,202738,1,4
202738,PG,101181,1,3
204038,PG,203935,1,4
202738,PG,101181,1,3
202738,PG,101181,1,3
101181,PG,202738,1,4
202738,PG,101181,1,3
202738,PG,204038,1,3
202738,PG,101181,1,3
202738,PG,101181,1,3
204038,PG,202323,1,4
204038,PG,202323,1,4
204038,PG,202738,1,4
202738,PG,204038,1,3
202738,PG,204038,1,3
202738,PG,201577,1,3
202738,PG,2546,1,3
204038,PG,202738,1,4
202738,PG,201167,1,3
201144,PG,201579,0,3
201144,PG,203903,0,3
201144,PG,201579,0,3
1626156,PG,201596,0,1
1626156,PG,1713,0,1
201144,PG,201156,0,3
201144,PG,101150,0,3
1626156,PG,2216,0,1
201144,PG,203903,0,3
201144,PG,201579,1,3
1626156,PG,201584,1,1
1626156,PG,2440,1,1
201144,PG,1626156,1,3
1626156,PG,201596,1,1
201144,PG,1626156,1,3
201144,PG,201156,1,3
201566,PG,203914,0,2
2749,PG,201586,0,1
201566,PG,203914,0,2
201566,PG,203914,0,2
2749,PG,201566,0,1
201566,PG,200751,0,2
2749,PG,203460,0,1
201566,PG,200751,0,2
201566,PG,202702,0,2
201566,PG,203914,0,2
201566,PG,203914,0,2
201566,PG,200751,0,2
201566,PG,203530,0,2
2749,PG,201566,0,1
201566,PG,203914,0,2
201566,PG,203914,1,2
201566,PG,203914,1,2
201566,PG,203914,1,2
201566,PG,2749,1,2
2749,PG,201566,1,1
201571,PG,200751,1,1
201566,PG,203530,1,2
2749,PG,201566,1,1
2749,PG,201566,1,1
2749,PG,201566,1,1
201566,PG,200751,1,2
2749,PG,201142,1,1
201566,PG,203914,1,2
200765,PG,203486,0,2
200765,PG,203090,0,2
201954,PG,204025,0,4
201954,PG,204025,1,4
200765,PG,203459,1,2
200765,PG,203486,1,2
201954,PG,203468,1,4
201954,PG,204025,1,4
201954,PG,204025,1,4
200765,PG,204025,1,2
201954,PG,203459,1,4
202689,PG,101150,0,0
202689,PG,203903,0,0
202689,PG,1626156,0,0
202689,PG,1626156,0,0
202391,PG,1626156,0,0
1626156,PG,202391,0,1
202391,PG,1626156,0,0
202689,PG,101150,0,0
202689,PG,203903,0,0
202391,PG,101150,0,0
202391,PG,101150,0,0
202689,PG,203903,0,0
202689,PG,1626156,0,0
202689,PG,101138,0,0
202689,PG,1626156,0,0
202689,PG,1626156,0,0
202689,PG,101150,0,0
202689,PG,203903,0,0
202689,PG,203903,1,0
202689,PG,203903,1,0
202391,PG,1626156,1,0
202689,PG,203903,1,0
202391,PG,101150,1,0
202689,PG,101150,1,0
1626156,PG,202689,1,1
202689,PG,101138,1,0
202689,PG,1626156,1,0
202689,PG,1626156,1,0
202689,PG,1626156,1,0
1626156,PG,202689,1,1
202391,PG,101150,1,0
202391,PG,977,1,0
202391,PG,101150,1,0
201588,PG,201952,0,4
201952,PG,201588,0,1
203471,PG,101145,0,1
201952,PG,202730,0,1
201588,PG,200757,0,4
201952,PG,201588,0,1
203471,PG,201941,0,1
201155,PG,203118,0,1
201155,PG,203145,0,1
201588,PG,201952,0,4
201588,PG,203145,1,4
201952,PG,202331,1,1
201588,PG,201952,1,4
203471,PG,202331,1,1
203471,PG,201588,1,1
201952,PG,201941,1,1
201155,PG,203145,1,1
201155,PG,203145,1,1
201588,PG,201952,1,4
201588,PG,201952,1,4
201952,PG,101145,1,1
201588,PG,203145,1,4
201588,PG,203145,1,4
201952,PG,101133,1,1
201952,PG,201588,1,1
203471,PG,101145,1,1
203471,PG,201941,1,1
203471,PG,101145,1,1
203471,PG,201941,1,1
201155,PG,200757,1,1
201155,PG,203145,1,1
201155,PG,203145,1,1
203901,PG,201569,0,2
201950,PG,1626209,0,0
201950,PG,101112,0,0
201950,PG,1626209,1,0
201950,PG,203932,1,0
201950,PG,202696,1,0
201950,PG,203094,1,0
201950,PG,203095,1,0
101108,PG,202322,0,3
101108,PG,202322,0,3
101108,PG,101162,0,3
202322,PG,101108,0,0
101108,PG,202322,0,3
202322,PG,201601,0,0
201196,PG,203143,0,3
202322,PG,1718,0,0
202322,PG,101108,0,0
101108,PG,101162,0,3
101108,PG,202322,0,3
202322,PG,201601,0,0
202322,PG,101108,0,0
101108,PG,201162,0,3
101108,PG,201162,0,3
101108,PG,1626162,0,3
202322,PG,101108,0,0
202322,PG,101108,0,0
202322,PG,101108,0,0
202322,PG,101108,0,0
201196,PG,203143,0,3
201196,PG,203085,0,3
201196,PG,2037,0,3
202322,PG,101108,1,0
101108,PG,202066,1,3
202322,PG,200755,1,0
101108,PG,201162,1,3
101108,PG,101162,1,3
202322,PG,101108,1,0
202322,PG,101108,1,0
101108,PG,202322,1,3
201196,PG,203085,1,3
202322,PG,203085,1,0
201196,PG,203143,1,3
201196,PG,203143,1,3
101108,PG,201196,1,3
202322,PG,101108,1,0
101108,PG,202322,1,3
202322,PG,101108,1,0
101108,PG,202322,1,3
202322,PG,201601,1,0
101108,PG,202322,1,3
101108,PG,202322,1,3
202322,PG,101108,1,0
101108,PG,202322,1,3
202322,PG,101108,1,0
101108,PG,202066,1,3
202322,PG,203085,1,0
201196,PG,202325,1,3
202322,PG,202332,1,0
202322,PG,2037,1,0
201196,PG,203143,1,3
201196,PG,203143,1,3
101127,PG,201609,0,1
101127,PG,2548,0,1
203499,PG,2757,0,1
101127,PG,201609,0,1
201609,PG,202711,0,4
201609,PG,101127,0,4
203499,PG,201609,0,1
201609,PG,201572,0,4
101127,PG,201609,0,1
201609,PG,101127,0,4
201609,PG,201572,1,4
201609,PG,101127,1,4
201609,PG,101127,1,4
203499,PG,2757,1,1
203499,PG,2405,1,1
203499,PG,2405,1,1
101127,PG,2757,1,1
101127,PG,201609,1,1
101127,PG,201609,1,1
203499,PG,201609,1,1
201609,PG,203499,1,4
101127,PG,2757,1,1
201609,PG,201152,1,4
201609,PG,101127,1,4
201565,PG,201960,0,1
201565,PG,2449,0,1
201565,PG,200768,0,1
201166,PG,201942,0,4
200768,PG,2200,0,3
201166,PG,202687,0,4
200768,PG,201166,0,3
200768,PG,201565,0,3
201565,PG,200768,0,1
200768,PG,201565,0,3
200768,PG,201959,0,3
201565,PG,200768,0,1
200768,PG,201565,0,3
201565,PG,200768,0,1
201565,PG,202709,0,1
200768,PG,201166,0,3
201166,PG,200768,0,4
200768,PG,202710,0,3
200768,PG,2200,0,3
200768,PG,202710,1,3
200768,PG,201959,1,3
201565,PG,202685,1,1
201166,PG,200768,1,4
201166,PG,202709,1,4
201565,PG,202709,1,1
201166,PG,203082,1,4
200768,PG,201565,1,3
201565,PG,200768,1,1
201565,PG,200768,1,1
201166,PG,201960,1,4
201166,PG,202685,1,4
201565,PG,201960,1,1
201565,PG,200768,1,1
201565,PG,200768,1,1
200768,PG,201565,1,3
201565,PG,202709,1,1
200768,PG,201166,1,3
200768,PG,201166,1,3
201166,PG,201960,1,4
201166,PG,203082,1,4
201565,PG,200768,1,1
203487,PG,2585,0,0
101109,PG,201573,0,1
101109,PG,201573,0,1
200826,PG,201573,0,1
200826,PG,201573,0,1
101109,PG,1626173,0,1
203487,PG,200826,0,0
203487,PG,200826,0,0
101109,PG,201573,0,1
101109,PG,201573,0,1
203487,PG,202083,1,0
200826,PG,203487,1,1
203487,PG,200826,1,0
2734,PG,201564,1,3
200826,PG,201573,1,1
203487,PG,101109,1,0
203487,PG,2734,1,0
200826,PG,201564,1,1
2734,PG,201564,1,3
2734,PG,1626173,1,3
200826,PG,201564,1,1
101109,PG,201573,1,1
201937,PG,201980,0,2
201937,PG,201988,0,2
2225,PG,201937,0,3
201988,PG,201937,0,4
201937,PG,2225,1,2
2225,PG,1626157,1,3
2225,PG,201937,1,3
201937,PG,2225,1,2
201937,PG,2225,1,2
201937,PG,2225,1,2
2225,PG,1626157,1,3
2225,PG,1626157,1,3
201988,PG,203952,1,4
201988,PG,201937,1,4
201988,PG,201937,1,4
201937,PG,2564,1,2
2225,PG,203897,1,3
203521,PG,202688,0,4
203521,PG,202688,0,4
101179,PG,203521,1,4
203521,PG,101179,1,4
101179,PG,202389,1,4
101179,PG,2592,1,4
203521,PG,202688,1,4
202397,PG,203918,0,0
203526,PG,203088,0,1
203504,PG,204456,0,4
203504,PG,202397,0,4
203138,PG,202407,0,4
202397,PG,203504,0,0
203526,PG,203457,0,1
202397,PG,203526,0,0
202397,PG,203526,0,0
202397,PG,203504,0,0
202397,PG,203187,0,0
203504,PG,202397,0,4
202397,PG,203187,0,0
203504,PG,204456,0,4
203504,PG,203960,0,4
202397,PG,203918,0,0
202397,PG,203526,1,0
203477,PG,203918,1,1
202397,PG,203526,1,0
203526,PG,203924,1,1
203138,PG,204060,1,4
203477,PG,203504,1,1
204456,PG,203504,1,2
203504,PG,204456,1,4
203138,PG,202407,1,4
203477,PG,203504,1,1
202397,PG,203526,1,0
202397,PG,203526,1,0
203477,PG,203187,1,1
203504,PG,203138,1,4
203138,PG,203187,1,4
202397,PG,203504,1,0
203504,PG,202397,1,4
203504,PG,204456,1,4
202397,PG,203526,1,0
203477,PG,203526,1,1
202397,PG,202407,1,0
203504,PG,202397,1,4
202397,PG,202344,1,0
204456,PG,203526,1,2
203138,PG,203918,1,4
203504,PG,204456,1,4
204456,PG,203504,1,2
203504,PG,202397,1,4
202397,PG,203504,1,0
202397,PG,203918,1,0
202397,PG,203918,1,0
203504,PG,203138,1,4
202397,PG,203918,1,0
203504,PG,203138,1,4
203504,PG,203138,1,4
202397,PG,203918,1,0
200765,PG,201939,0,2
200765,PG,201575,0,2
201954,PG,201939,0,4
2733,PG,200752,0,4
201954,PG,203949,0,4
201939,PG,201954,0,3
201939,PG,201954,0,3
201939,PG,201954,0,3
201939,PG,200752,0,3
201939,PG,203112,0,3
201939,PG,203463,0,3
201954,PG,202691,0,4
201954,PG,201939,0,4
201939,PG,203112,0,3
2733,PG,200765,0,4
2733,PG,203552,0,4
2733,PG,203552,0,4
201954,PG,201574,0,4
201939,PG,200765,1,3
200765,PG,201939,1,2
201939,PG,202326,1,3
201939,PG,200752,1,3
201954,PG,201939,1,4
201939,PG,201954,1,3
201954,PG,201939,1,4
2733,PG,202341,1,4
2733,PG,201954,1,4
201954,PG,2733,1,4
201954,PG,203105,1,4
201954,PG,2733,1,4
2733,PG,201954,1,4
201939,PG,202341,1,3
201939,PG,203552,1,3
201954,PG,2733,1,4
201954,PG,202691,1,4
201939,PG,200765,1,3
200765,PG,202691,1,2
201939,PG,200765,1,3
200765,PG,202691,1,2
200765,PG,2738,1,2
201939,PG,201954,1,3
201954,PG,201939,1,4
2733,PG,203552,1,4
201954,PG,201939,1,4
2733,PG,201954,1,4
201954,PG,2733,1,4
202704,PG,101181,0,3
202704,PG,201167,0,3
101181,PG,202704,0,4
101181,PG,202694,0,4
202704,PG,1626170,0,3
202704,PG,101181,0,3
202704,PG,101181,0,3
101181,PG,202704,0,4
101181,PG,202704,0,4
202704,PG,204038,0,3
202704,PG,101181,1,3
202704,PG,101181,1,3
101181,PG,101141,1,4
202704,PG,101181,1,3
1626170,PG,202704,1,1
202704,PG,101181,1,3
202704,PG,204038,1,3
202704,PG,204001,1,3
202704,PG,101181,1,3
202704,PG,201577,1,3
202704,PG,204038,1,3
202704,PG,101181,1,3
202704,PG,202682,1,3
201976,PG,200794,0,4
201952,PG,201976,0,1
201952,PG,201951,0,1
201951,PG,201952,0,1
201951,PG,202714,0,1
201951,PG,202714,0,1
201951,PG,202714,0,1
201952,PG,201976,0,1
201976,PG,201952,0,4
201976,PG,201952,0,4
201952,PG,201976,0,1
201976,PG,201952,0,4
201952,PG,201976,0,1
201951,PG,202714,0,1
201951,PG,203934,0,1
201952,PG,2730,0,1
201952,PG,201976,0,1
201952,PG,2772,0,1
201951,PG,203118,1,1
201976,PG,203934,1,4
201976,PG,201952,1,4
201952,PG,201951,1,1
201952,PG,2730,1,1
201952,PG,201976,1,1
201952,PG,2730,1,1
201952,PG,201951,1,1
201951,PG,201952,1,1
201952,PG,201976,1,1
201952,PG,203991,1,1
201951,PG,201952,1,1
201952,PG,2730,1,1
201952,PG,2772,1,1
201609,PG,201144,0,4
201144,PG,201609,0,3
201609,PG,2216,0,4
201609,PG,201188,0,4
201609,PG,201596,0,4
201144,PG,2757,0,3
201609,PG,201144,0,4
201144,PG,201609,0,3
201144,PG,201609,0,3
201609,PG,201144,0,4
201609,PG,201144,0,4
201144,PG,202355,0,3
201144,PG,2757,1,3
201609,PG,201144,1,4
201144,PG,201609,1,3
201144,PG,202355,1,3
201609,PG,2754,1,4
201144,PG,201609,1,3
201144,PG,201609,1,3
201144,PG,2547,1,3
201144,PG,201609,1,3
201609,PG,201144,1,4
201566,PG,203487,0,2
201566,PG,202328,0,2
203487,PG,201566,0,0
203487,PG,201566,0,0
201566,PG,202328,0,2
203487,PG,202683,0,0
203487,PG,201566,0,0
201566,PG,203487,0,2
201566,PG,203487,0,2
203487,PG,201566,0,0
203487,PG,201566,0,0
203487,PG,201566,0,0
201566,PG,203487,0,2
201566,PG,203487,0,2
201566,PG,203487,0,2
201566,PG,203487,0,2
203487,PG,201566,0,0
201566,PG,203487,1,2
203487,PG,201142,1,0
201566,PG,203487,1,2
201566,PG,203487,1,2
201566,PG,203487,1,2
201566,PG,203089,1,2
203487,PG,201566,1,0
201566,PG,203487,1,2
201566,PG,203487,1,2
203487,PG,201566,1,0
203487,PG,201566,1,0
201566,PG,203487,1,2
201566,PG,203487,1,2
201566,PG,203487,1,2
201566,PG,203487,1,2
203487,PG,201566,1,0
201566,PG,203114,1,2
2590,PG,201589,0,1
2590,PG,200751,0,1
203521,PG,2749,0,4
2749,PG,203521,1,1
2749,PG,203521,1,1
2749,PG,2590,1,1
203521,PG,203115,1,4
203521,PG,2749,1,4
2749,PG,2590,1,1
2590,PG,2749,1,1
2749,PG,203521,1,1
2749,PG,2544,1,1
203521,PG,2034,1,4
203521,PG,200751,1,4
202689,PG,101108,0,0
101108,PG,202689,0,3
101108,PG,202689,0,3
202689,PG,202325,0,0
202689,PG,101108,0,0
202689,PG,101108,0,0
202689,PG,201601,0,0
101108,PG,202689,0,3
202689,PG,1718,0,0
202689,PG,203085,0,0
101108,PG,202689,0,3
202689,PG,201599,0,0
202689,PG,101108,0,0
202689,PG,101108,1,0
101108,PG,203469,1,3
101108,PG,202689,1,3
202689,PG,1718,1,0
101108,PG,203798,1,3
101108,PG,202689,1,3
202689,PG,101108,1,0
101108,PG,1626163,1,3
202689,PG,101108,1,0
202689,PG,200755,1,0
101108,PG,203148,1,3
101108,PG,202689,1,3
202689,PG,101108,1,0
202689,PG,101108,1,0
202689,PG,2037,1,0
202689,PG,203085,1,0
101108,PG,202689,1,3
101108,PG,202689,1,3
202689,PG,101108,1,0
203894,PG,203499,0,1
101127,PG,203506,0,1
203894,PG,101127,0,1
101127,PG,202696,0,1
101127,PG,203901,1,1
203894,PG,201572,1,1
203499,PG,203894,1,1
203894,PG,101127,1,1
101127,PG,203932,1,1
101127,PG,101112,1,1
101127,PG,203506,1,1
203499,PG,203506,1,1
101127,PG,203095,1,1
101127,PG,202699,1,1
101127,PG,203506,1,1
202738,PG,201579,0,3
202738,PG,203903,0,3
1626156,PG,202340,0,1
1626156,PG,202340,0,1
1626156,PG,202340,0,1
1626156,PG,202340,0,1
202738,PG,201579,0,3
202738,PG,101150,0,3
202738,PG,977,0,3
202738,PG,203903,0,3
1626156,PG,201973,0,1
1626156,PG,203935,0,1
1626156,PG,203935,0,1
202738,PG,203903,0,3
202738,PG,977,1,3
202738,PG,203903,1,3
1626156,PG,202738,1,1
1626156,PG,202738,1,1
1626156,PG,202323,1,1
202738,PG,203903,1,3
202738,PG,203903,1,3
1626156,PG,202323,1,1
202738,PG,203903,1,3
1626156,PG,203935,1,1
1626156,PG,203935,1,1
1626156,PG,203935,1,1
1626156,PG,203935,1,1
202738,PG,1626156,1,3
1626156,PG,202738,1,1
200768,PG,202322,0,3
202322,PG,200768,0,0
202322,PG,200768,0,0
202322,PG,200768,0,0
202322,PG,202709,0,0
202322,PG,201960,0,0
200768,PG,203490,0,3
202322,PG,200768,0,0
201196,PG,203082,0,3
201196,PG,202687,0,3
201196,PG,202709,0,3
202322,PG,202687,0,0
202322,PG,201942,0,0
200768,PG,202322,1,3
202322,PG,201942,1,0
200768,PG,101162,1,3
200768,PG,2743,1,3
200768,PG,2743,1,3
201196,PG,203082,1,3
202322,PG,202335,1,0
201196,PG,200768,1,3
201196,PG,203082,1,3
202322,PG,201960,1,0
202322,PG,202709,1,0
202322,PG,202687,1,0
202322,PG,200768,1,0
200768,PG,202322,1,3
202322,PG,200768,1,0
202322,PG,203082,1,0
202322,PG,202687,1,0
200768,PG,201196,1,3
201196,PG,202709,1,3
202322,PG,202687,1,0
202322,PG,202709,1,0
202322,PG,201942,1,0
200768,PG,203490,1,3
202322,PG,202709,1,0
201196,PG,200768,1,3
200768,PG,201162,1,3
200768,PG,203490,1,3
202322,PG,202687,1,0
202322,PG,202687,1,0
201588,PG,2200,0,4
2550,PG,201588,0,4
201166,PG,201588,0,4
201166,PG,201588,0,4
201155,PG,203503,0,1
201166,PG,101145,0,4
201166,PG,1626167,0,4
201588,PG,201166,0,4
201166,PG,201588,0,4
201166,PG,101133,0,4
201588,PG,202703,0,4
201588,PG,2550,0,4
201588,PG,202703,0,4
201155,PG,203503,0,1
201166,PG,101145,0,4
201166,PG,201588,0,4
201166,PG,201588,0,4
201588,PG,201166,0,4
201588,PG,201959,0,4
201166,PG,201588,0,4
201166,PG,202730,0,4
201588,PG,2550,1,4
2550,PG,201588,1,4
201155,PG,202710,1,1
201588,PG,201166,1,4
201155,PG,203503,1,1
201166,PG,203524,1,4
201166,PG,101145,1,4
201166,PG,203524,1,4
201155,PG,203926,1,1
201588,PG,201166,1,4
201155,PG,203926,1,1
201155,PG,203503,1,1
2550,PG,201588,1,4
201588,PG,2550,1,4
201588,PG,201166,1,4
201166,PG,201588,1,4
201166,PG,101145,1,4
201166,PG,201588,1,4
201155,PG,2200,1,1
201166,PG,101145,1,4
201166,PG,201588,1,4
201588,PG,201166,1,4
203526,PG,201937,0,1
201937,PG,203526,0,2
203504,PG,201937,0,4
203504,PG,203476,0,4
203504,PG,201937,0,4
203504,PG,201937,0,4
203504,PG,201937,0,4
201937,PG,203187,0,2
203526,PG,201937,1,1
203526,PG,201937,1,1
203526,PG,203952,1,1
201937,PG,203504,1,2
203504,PG,1626157,1,4
203504,PG,201937,1,4
203504,PG,203498,1,4
203504,PG,201937,1,4
201937,PG,203504,1,2
203526,PG,201937,1,1
203526,PG,201937,1,1
203504,PG,201937,1,4
203504,PG,201937,1,4
201937,PG,203504,1,2
203504,PG,201937,1,4
203504,PG,201937,1,4
201937,PG,203504,1,2
203504,PG,201937,1,4
203504,PG,203952,1,4
200826,PG,202691,0,1
2733,PG,200826,0,4
200826,PG,203110,0,1
2733,PG,200826,0,4
200826,PG,2733,0,1
200826,PG,2733,0,1
2734,PG,201578,0,3
2734,PG,202691,0,3
2734,PG,2738,0,3
200826,PG,203110,0,1
2733,PG,1717,0,4
200826,PG,2733,0,1
2734,PG,201575,0,3
2734,PG,202691,0,3
101109,PG,2738,0,1
200826,PG,2738,0,1
2733,PG,200826,1,4
2733,PG,200826,1,4
2734,PG,202691,1,3
2733,PG,200826,1,4
101109,PG,203949,1,1
2225,PG,202688,0,3
201988,PG,203933,0,4
2225,PG,202688,0,3
2225,PG,202688,0,3
2225,PG,202688,0,3
201988,PG,203933,0,4
2225,PG,202688,1,3
2225,PG,202688,1,3
2749,PG,203468,0,1
2749,PG,203486,0,1
2749,PG,202329,0,1
2749,PG,203459,0,1
2749,PG,203459,0,1
2749,PG,203459,1,1
2749,PG,204025,1,1
2749,PG,203486,1,1
2749,PG,203943,1,1
2749,PG,204025,1,1
2749,PG,202334,1,1
202397,PG,203463,0,0
202397,PG,203463,0,0
200765,PG,203457,0,2
